area_sqft,bedroom_num,bathroom_num,balcony_num,property_type_code,facing_code,age_years,price_per_sqft,total_rooms,room_bath_ratio,price
599.98536,2.0,2.0,2.0,0.0,6.0,3.0,0.06500158603869935,4.0,1.0,39.0
1478.9736,2.0,2.0,2.0,0.0,3.0,5.0,0.15551325594993717,4.0,1.0,230.0
159.95304,4.0,4.0,3.0,1.0,3.0,7.5,2.3444380925801727,8.0,1.0,375.0
1305.0273599999998,3.0,3.0,2.0,0.0,2.0,5.0,0.0819906181890317,6.0,1.0,107.0
734.96592,1.0,1.0,1.0,0.0,2.0,7.5,0.08163643832628321,2.0,1.0,60.0
2591.9712,3.0,4.0,3.0,1.0,1.0,3.0,0.24691632376162204,7.0,0.75,640.0
3154.06728,4.0,4.0,3.0,0.0,6.0,3.0,0.14267292357821865,8.0,1.0,450.0
550.0,2.0,2.0,1.0,0.0,8.0,3.0,0.04,4.0,1.0,22.0
1423.0007999999998,3.0,3.0,3.0,0.0,3.0,5.0,0.08784253670131459,6.0,1.0,125.0
2570.0,4.0,6.0,3.0,0.0,3.0,3.0,0.09182879377431907,10.0,0.6666666666666666,236.0
1719.9795599999998,3.0,3.0,3.0,0.0,3.0,0.0,0.08721033870890886,6.0,1.0,150.0
1525.0,3.0,4.0,3.0,0.0,1.0,3.0,0.05639344262295082,7.0,0.75,86.0
1148.0,2.0,2.0,3.0,0.0,3.0,3.0,0.10452961672473868,4.0,1.0,120.0
2400.0,4.0,4.0,3.0,0.0,7.0,15.0,0.08541666666666667,8.0,1.0,205.0
2356.02432,4.0,4.0,3.0,0.0,4.0,3.0,0.05942213703464657,8.0,1.0,140.0
2610.05472,4.0,4.0,3.0,1.0,1.0,7.5,0.17624151573343258,8.0,1.0,460.0
